dataset,Accuracy,RMSE,Fscore,Kappa,PRC,AUC,nInstances,nClasses,nAttributes,Algorithm,RunTime,avgMissCost,AvgTotalCost,median1,mean1,sdt1,skewness1,median2,mean2,sdt2,skewness2,median3,mean3,sdt3,skewness3,median4,mean4,sdt4,skewness4,SAR
pca_art31,73,0.35,0.71,0.64,0.8,0.91,100,4,4,SMO,591,0.36,3.6,0.771916113,0.368079034,0.000176489,0.197386891,0.047083449,0.051643813,0.000435773,0.825209106,0.260196756,0.00071598,0.693918923,0.001567627,0.158331947,0.166666667,0.00397281,0.29217772,0.76
pca_art31,81,0.3,0.81,0.75,0.7,0.87,100,4,4,SVM,0.69,0.24,24,0.771842518,0.190691548,0.000161882,0.197386891,0.047083449,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.793333333
pca_art32,64,0.43,0.64,0.44,0.71,0.77,100,3,4,J48,9,0.53,5.3,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.66
pca_art32,53,0.43,0.44,0.31,0.6,0.75,100,3,4,DecisionStump,2,0.57,5.7,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.62
pca_art32,71,0.38,0.72,0.55,0.82,0.85,100,3,4,RandomForest,43,0.44,4.4,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.73
pca_art32,66,0.41,0.66,0.46,0.68,0.77,100,3,4,PART,12,0.55,5.5,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.67
pca_art32,63,0.41,0.61,0.44,0.73,0.82,100,3,4,DecisionTable,18,0.57,5.7,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.68
pca_art32,67,0.42,0.67,0.47,0.66,0.78,100,3,4,JRip,23,0.46,4.6,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.68
pca_art32,49,0.57,0.45,0.23,0.53,0.62,100,3,4,OneR,2,0.64,6.4,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.51
pca_art32,31,0.48,0.16,0,0.39,0.5,100,3,4,ZeroR,1,0.69,6.9,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.44
pca_art32,81,0.34,0.8,0.69,0.77,0.85,100,3,4,IBk,2,0.3,3,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.77
pca_art32,61,0.43,0.62,0.41,0.81,0.84,100,3,4,KStar,65,0.52,5.2,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.67
pca_art32,56,0.41,0.5,0.35,0.81,0.84,100,3,4,LWL,20,0.55,5.5,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.66
pca_art32,75,0.33,0.75,0.59,0.86,0.89,100,3,4,NaiveBayes,2,0.37,3.7,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.77
pca_art32,53,0.45,0.44,0.31,0.61,0.76,100,3,4,AdaBoostM1,17,0.57,5.7,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.61
pca_art32,62,0.39,0.62,0.41,0.81,0.85,100,3,4,Bagging,38,0.55,5.5,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.69
pca_art32,31,0.5,0.16,0,0.39,0.5,100,3,4,Stacking,4,0.69,6.9,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.44
pca_art32,73,0.36,0.73,0.57,0.87,0.89,100,3,4,LogitBoost,39,0.4,4,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.75
pca_art32,66,0.4,0.66,0.47,0.77,0.82,100,3,4,RandomCommittee,60,0.5,5,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.7
pca_art32,31,0.5,0.16,0,0.39,0.5,100,3,4,Vote,3,0.69,6.9,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.44
pca_art32,79,0.35,0.78,0.66,0.82,0.85,100,3,4,Logistic,24,0.33,3.3,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.76
pca_art32,78,0.32,0.76,0.64,0.86,0.88,100,3,4,MultilayerPerceptron,758,0.36,3.6,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.78
pca_art32,75,0.36,0.75,0.61,0.83,0.86,100,3,4,SimpleLogistic,594,0.38,3.8,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.75
pca_art32,55,0.43,0.52,0.33,0.67,0.79,100,3,4,SMO,305,0.6,6,0.771842518,0.190691548,0.000161882,0.397196368,0.168910011,0.064638007,0.000305256,0.826517918,0.676511566,0.000722889,0.658265066,0.001638943,0.15737659,0.555555556,0.005228677,0.29321539,0.64
pca_art32,68,0.46,0.68,0.52,0.6,0.76,100,3,4,SVM,0.33,0.4,40,0.771914858,0.261646542,0.000224007,0.397196368,0.168910011,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.66
pca_art34,52,0.43,0.47,0.34,0.62,0.74,100,4,4,J48,28,0.64,6.4,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.61
pca_art34,44,0.4,0.33,0.22,0.48,0.68,100,4,4,DecisionStump,5,0.6,6,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.57
pca_art34,47,0.4,0.46,0.27,0.65,0.75,100,4,4,RandomForest,57,0.77,7.7,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.61
pca_art34,53,0.4,0.49,0.35,0.6,0.73,100,4,4,PART,16,0.62,6.2,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.62
pca_art34,41,0.4,0.3,0.2,0.48,0.67,100,4,4,DecisionTable,18,0.7,7,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.56
pca_art34,46,0.43,0.41,0.27,0.54,0.7,100,4,4,JRip,33,0.71,7.1,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.57
pca_art34,45,0.52,0.38,0.23,0.45,0.62,100,4,4,OneR,2,0.7,7,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.52
pca_art34,17,0.44,0.06,0,0.33,0.5,100,4,4,ZeroR,1,0.92,9.2,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.41
pca_art34,55,0.45,0.54,0.39,0.61,0.74,100,4,4,IBk,3,0.71,7.1,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.61
pca_art34,50,0.44,0.48,0.33,0.71,0.77,100,4,4,KStar,63,0.71,7.1,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.61
pca_art34,51,0.39,0.41,0.33,0.8,0.85,100,4,4,LWL,24,0.52,5.2,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.66
pca_art34,54,0.37,0.53,0.37,0.76,0.82,100,4,4,NaiveBayes,3,0.64,6.4,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.66
pca_art34,44,0.4,0.33,0.22,0.49,0.67,100,4,4,AdaBoostM1,12,0.6,6,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.57
pca_art34,49,0.39,0.46,0.31,0.69,0.77,100,4,4,Bagging,44,0.68,6.8,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.62
pca_art34,20,0.45,0.08,0,0.33,0.5,100,4,4,Stacking,5,1.03,10.3,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.42
pca_art34,49,0.41,0.46,0.29,0.66,0.75,100,4,4,LogitBoost,50,0.72,7.2,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.61
pca_art34,51,0.42,0.49,0.34,0.67,0.74,100,4,4,RandomCommittee,78,0.76,7.6,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.61
pca_art34,20,0.45,0.08,0,0.33,0.5,100,4,4,Vote,1,1.03,10.3,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.42
pca_art34,59,0.37,0.57,0.43,0.78,0.84,100,4,4,Logistic,38,0.57,5.7,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.69
pca_art34,49,0.39,0.46,0.3,0.7,0.77,100,4,4,MultilayerPerceptron,1066,0.74,7.4,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.62
pca_art34,57,0.37,0.55,0.41,0.78,0.84,100,4,4,SimpleLogistic,723,0.58,5.8,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.68
pca_art34,51,0.41,0.45,0.34,0.58,0.77,100,4,4,SMO,598,0.51,5.1,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.62
pca_art34,52,0.4,0.45,0.34,0.58,0.76,100,4,4,SVM,598,0.51,5.1,0.771914858,0.261646542,0.000224007,0.427295723,0.520332541,0.052541996,0.000495797,0.826268753,0.73598511,0.000687913,0.659018999,0.001388895,0.156474112,0.277777778,0.004037236,0.289647821,0.626
pca_art35,83,0.31,0.83,0.63,0.86,0.84,100,2,4,J48,6,0.26,2.6,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.79
pca_art35,82,0.39,0.82,0.62,0.79,0.82,100,2,4,DecisionStump,2,0.27,2.7,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.75
pca_art35,89,0.28,0.89,0.75,0.94,0.93,100,2,4,RandomForest,29,0.15,1.5,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.84
pca_art35,85,0.31,0.85,0.67,0.84,0.84,100,2,4,PART,6,0.22,2.2,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.79
pca_art35,85,0.32,0.85,0.68,0.86,0.88,100,2,4,DecisionTable,16,0.19,1.9,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.8
pca_art35,86,0.32,0.85,0.69,0.84,0.85,100,2,4,JRip,14,0.15,1.5,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.8
pca_art35,71,0.51,0.71,0.37,0.71,0.68,100,2,4,OneR,2,0.4,4,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.63
pca_art35,49,0.53,0.33,0,0.53,0.5,100,2,4,ZeroR,1,0.51,5.1,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.49
pca_art35,86,0.34,0.86,0.69,0.83,0.85,100,2,4,IBk,3,0.22,2.2,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.79
pca_art35,86,0.31,0.86,0.68,0.89,0.84,100,2,4,KStar,65,0.2,2,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.8
pca_art35,79,0.39,0.79,0.54,0.95,0.93,100,2,4,LWL,18,0.31,3.1,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.78
pca_art35,88,0.31,0.88,0.74,0.97,0.96,100,2,4,NaiveBayes,2,0.12,1.2,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.84
pca_art35,82,0.34,0.82,0.6,0.93,0.9,100,2,4,AdaBoostM1,26,0.25,2.5,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.79
pca_art35,82,0.32,0.82,0.6,0.93,0.91,100,2,4,Bagging,26,0.24,2.4,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.8
pca_art35,49,0.53,0.33,0,0.53,0.5,100,2,4,Stacking,4,0.51,5.1,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.49
pca_art35,83,0.33,0.83,0.63,0.93,0.89,100,2,4,LogitBoost,25,0.22,2.2,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.8
pca_art35,86,0.28,0.86,0.69,0.92,0.9,100,2,4,RandomCommittee,38,0.21,2.1,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.83
pca_art35,49,0.53,0.33,0,0.53,0.5,100,2,4,Vote,2,0.51,5.1,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.49
pca_art35,87,0.29,0.87,0.67,0.93,0.9,100,2,4,Logistic,15,0.17,1.7,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.83
pca_art35,87,0.29,0.86,0.7,0.95,0.92,100,2,4,MultilayerPerceptron,623,0.16,1.6,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.83
pca_art35,83,0.31,0.82,0.62,0.94,0.92,100,2,4,SimpleLogistic,404,0.21,2.1,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.81
pca_art35,78,0.46,0.77,0.54,0.76,0.78,100,2,4,SMO,105,0.22,2.2,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.7
pca_art35,79,0.45,0.77,0.54,0.76,0.79,100,2,4,SVM,105,0.22,2.2,0.771817383,0.29712404,0.000229473,0.227008229,0.053994377,0.058085587,0.000424915,0.825472816,0.438617389,0.001040605,0.694307026,0.002219594,0.156463288,0.444444444,0.006545561,0.296141956,0.71
pca_art36,83,0.36,0.84,0.67,0.85,0.84,100,2,4,J48,7,0.23,2.3,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.77
pca_art36,76,0.41,0.75,0.58,0.8,0.81,100,2,4,DecisionStump,3,0.33,3.3,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.72
pca_art36,94,0.22,0.94,0.88,0.99,0.99,100,2,4,RandomForest,34,0.09,0.9,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.91
pca_art36,85,0.34,0.85,0.71,0.86,0.86,100,2,4,PART,10,0.2,2,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.79
pca_art36,84,0.35,0.84,0.69,0.87,0.87,100,2,4,DecisionTable,19,0.2,2,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.79
pca_art36,81,0.38,0.81,0.66,0.83,0.83,100,2,4,JRip,16,0.27,2.7,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.75
pca_art36,78,0.4,0.77,0.61,0.81,0.82,100,2,4,OneR,2,0.26,2.6,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.73
pca_art36,50,0.53,0.35,0,0.56,0.5,100,2,4,ZeroR,1,0.5,5,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.49
pca_art36,95,0.15,0.95,0.89,0.94,0.95,100,2,4,IBk,2,0.09,0.9,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.92
pca_art36,84,0.34,0.84,0.67,0.98,0.98,100,2,4,KStar,69,0.18,1.8,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.83
pca_art36,85,0.35,0.85,0.73,0.94,0.9,100,2,4,LWL,19,0.2,2,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.8
pca_art36,91,0.24,0.91,0.81,1,0.99,100,2,4,NaiveBayes,2,0.11,1.1,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.89
pca_art36,87,0.24,0.87,0.76,0.99,1,100,2,4,AdaBoostM1,28,0.16,1.6,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.87
pca_art36,87,0.29,0.87,0.76,0.97,0.96,100,2,4,Bagging,31,0.17,1.7,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.85
pca_art36,50,0.52,0.35,0,0.56,0.5,100,2,4,Stacking,5,0.5,5,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.49
pca_art36,89,0.28,0.89,0.79,0.98,0.98,100,2,4,LogitBoost,34,0.15,1.5,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.86
pca_art36,92,0.2,0.92,0.83,0.98,0.98,100,2,4,RandomCommittee,52,0.13,1.3,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.9
pca_art36,50,0.52,0.35,0,0.56,0.5,100,2,4,Vote,2,0.5,5,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.49
pca_art36,95,0.16,0.95,0.89,0.98,0.98,100,2,4,Logistic,23,0.08,0.8,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.93
pca_art36,96,0.13,0.96,0.92,0.98,0.98,100,2,4,MultilayerPerceptron,678,0.07,0.7,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.94
pca_art36,95,0.2,0.95,0.89,1,1,100,2,4,SimpleLogistic,404,0.08,0.8,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.92
