dataset,Accuracy,RMSE,Fscore,Kappa,PRC,AUC,nInstances,nClasses,nAttributes,Algorithm,RunTime,avgMissCost,AvgTotalCost,median1,mean1,sdt1,skewness1,median2,mean2,sdt2,skewness2,median3,mean3,sdt3,skewness3,median4,mean4,sdt4,skewness4,SAR
pca_splice,89.81,0.21,0.94,0.15,1,0.2,3190,3,4,Logistic,1655,0.13,42.8,0.772058409,0.311305209,0.000171397,0.955083017,0.674916736,0.036498305,0.000153421,0.824630746,0.559395278,0.000707857,0.701817158,0.00158659,0.155732625,0.384613411,0.0054147,1,0.63
pca_splice,87.18,0.23,0.92,0.14,0.99,0.2,3190,3,4,MultilayerPerceptron,27363,0.16,50.2,0.772058409,0.311305209,0.000171397,0.955083017,0.674916736,0.036498305,0.000153421,0.824630746,0.559395278,0.000707857,0.701817158,0.00158659,0.155732625,0.384613411,0.0054147,1,0.61
pca_splice,89.37,0.21,0.94,0.15,1,0.2,3190,3,4,SimpleLogistic,7927,0.14,44.6,0.772058409,0.311305209,0.000171397,0.955083017,0.674916736,0.036498305,0.000153421,0.824630746,0.559395278,0.000707857,0.701817158,0.00158659,0.155732625,0.384613411,0.0054147,1,0.63
pca_splice,89.31,0.32,0.94,0.15,0.99,0.19,3190,3,4,SMO,516,0.14,43.8,0.772058409,0.311305209,0.000171397,0.955083017,0.674916736,0.036498305,0.000153421,0.824630746,0.559395278,0.000707857,0.701817158,0.00158659,0.155732625,0.384613411,0.0054147,1,0.59
pca_splice,92.76,0.22,0.93,0.88,0.92,0.94,3190,3,4,SVM,1.53,0.07,231,0.77184043,0.364853807,0.000478115,0.955083017,0.674916736,1,0,0.825934071,0.55010698,0.000950221,0.680512024,0.002650228,0.15481239,0.423719958,0.007304399,0.297030595,0.882533333
pca_sponge,91.79,0.15,0.88,0.7,0.88,0.15,76,3,4,J48,0,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.64
pca_sponge,91.79,0.15,0.88,0.7,0.89,0.18,76,3,4,DecisionStump,0,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.65
pca_sponge,91.79,0.17,0.88,0.7,0.9,0.17,76,3,4,RandomForest,17,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.64
pca_sponge,91.79,0.15,0.88,0.7,0.88,0.15,76,3,4,PART,0,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.64
pca_sponge,91.79,0.16,0.88,0.7,0.88,0.15,76,3,4,DecisionTable,31,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.63
pca_sponge,91.79,0.15,0.88,0.7,0.88,0.15,76,3,4,JRip,0,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.64
pca_sponge,91.79,0.13,0.88,0.7,0.88,0.15,76,3,4,OneR,15,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.65
pca_sponge,91.79,0.16,0.88,0.7,0.88,0.15,76,3,4,ZeroR,0,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.63
pca_sponge,95.89,0.09,0.94,0.86,0.94,0.23,76,3,4,IBk,0,0.04,0.3,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.7
pca_sponge,89.11,0.18,0.87,0.5,0.88,0.11,76,3,4,KStar,47,0.14,1,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.61
pca_sponge,91.79,0.15,0.88,0.7,0.96,0.25,76,3,4,LWL,16,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.67
pca_sponge,91.79,0.16,0.88,0.7,0.94,0.19,76,3,4,NaiveBayes,0,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.65
pca_sponge,91.79,0.16,0.88,0.7,0.9,0.19,76,3,4,AdaBoostM1,15,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.65
pca_sponge,91.79,0.15,0.88,0.7,0.88,0.15,76,3,4,Bagging,32,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.64
pca_sponge,91.79,0.16,0.88,0.7,0.88,0.15,76,3,4,Stacking,0,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.63
pca_sponge,90.54,0.14,0.88,0.73,0.94,0.21,76,3,4,LogitBoost,31,0.13,1,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.66
pca_sponge,91.79,0.17,0.9,0.67,0.95,0.25,76,3,4,RandomCommittee,47,0.11,0.8,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.67
pca_sponge,91.79,0.16,0.88,0.7,0.88,0.15,76,3,4,Vote,0,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.63
pca_sponge,90.54,0.18,0.88,0.73,0.9,0.12,76,3,4,Logistic,31,0.13,1,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.61
pca_sponge,91.79,0.16,0.88,0.7,0.87,0.08,76,3,4,MultilayerPerceptron,593,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.61
pca_sponge,91.79,0.18,0.88,0.7,0.9,0.14,76,3,4,SimpleLogistic,171,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.62
pca_sponge,91.79,0.32,0.88,0.7,0.88,0.15,76,3,4,SMO,266,0.08,0.6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.58
pca_sponge,92.1,0.22,0.88,0,0.82,0.2,76,3,4,SVM,0.06,0.08,6,0.771758155,0.285920619,0.00017573,0.877627661,0.64375191,0.056597807,0.000498768,0.82417489,0.479309814,0.000364778,0.716062941,0.000748132,0.157824771,0.388888889,0.002726631,0.282194841,0.633666667
pca_SWD,56.3,0.38,0.56,0.33,0.55,0.73,1000,4,4,J48,94,0.62,61.5,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.64
pca_SWD,53.7,0.39,0.47,0.25,0.46,0.68,1000,4,4,DecisionStump,16,0.77,77.2,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.61
pca_SWD,56.6,0.38,0.56,0.35,0.59,0.74,1000,4,4,RandomForest,296,0.6,59.9,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.64
pca_SWD,57.1,0.38,0.56,0.34,0.57,0.74,1000,4,4,PART,187,0.62,61.7,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.65
pca_SWD,56.8,0.37,0.56,0.34,0.56,0.74,1000,4,4,DecisionTable,156,0.62,61.6,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.64
pca_SWD,57.5,0.38,0.57,0.34,0.51,0.71,1000,4,4,JRip,422,0.61,60.9,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.64
pca_SWD,53.4,0.48,0.53,0.28,0.45,0.64,1000,4,4,OneR,0,0.68,67.9,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.56
pca_SWD,39.9,0.41,0.23,0,0.34,0.5,1000,4,4,ZeroR,16,0.82,81.8,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.5
pca_SWD,56.9,0.38,0.57,0.35,0.59,0.73,1000,4,4,IBk,62,0.6,60.2,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.64
pca_SWD,53.6,0.41,0.54,0.3,0.56,0.71,1000,4,4,KStar,6490,0.65,65.1,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.61
pca_SWD,56.1,0.38,0.54,0.31,0.59,0.74,1000,4,4,LWL,1171,0.68,68,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.64
pca_SWD,55.2,0.37,0.55,0.32,0.6,0.75,1000,4,4,NaiveBayes,16,0.65,64.9,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.64
pca_SWD,53.7,0.39,0.47,0.25,0.46,0.68,1000,4,4,AdaBoostM1,46,0.77,77.2,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.61
pca_SWD,59,0.37,0.58,0.37,0.61,0.76,1000,4,4,Bagging,394,0.59,58.8,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.66
pca_SWD,39.9,0.41,0.23,0,0.34,0.5,1000,4,4,Stacking,32,0.82,81.8,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.5
pca_SWD,56.4,0.37,0.56,0.34,0.61,0.75,1000,4,4,LogitBoost,374,0.6,59.9,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.65
pca_SWD,56.8,0.38,0.57,0.35,0.58,0.73,1000,4,4,RandomCommittee,484,0.6,60.4,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.64
pca_SWD,39.9,0.41,0.23,0,0.34,0.5,1000,4,4,Vote,0,0.82,81.8,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.5
pca_SWD,56.4,0.37,0.56,0.34,0.61,0.76,1000,4,4,Logistic,453,0.62,62,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.65
pca_SWD,57,0.38,0.55,0.33,0.59,0.75,1000,4,4,MultilayerPerceptron,10608,0.63,63.2,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.65
pca_SWD,56.6,0.37,0.56,0.34,0.6,0.75,1000,4,4,SimpleLogistic,2263,0.62,62,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.65
pca_SWD,56.2,0.38,0.55,0.33,0.5,0.7,1000,4,4,SMO,718,0.64,64.4,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.63
pca_SWD,55,0.48,0.54,0.3,0.45,0.62,1000,4,4,SVM,1,0.65,652,0.771839264,0.215525796,8.28E-05,0.836673478,0.063640847,0.057601075,0.000196213,0.824979907,0.385091199,0.000312429,0.688176544,0.00080445,0.156451995,0.561111111,0.002494469,0.298973558,0.563333333
pca_tae,49.46,0.49,0.56,0.12,0.78,0.57,151,3,4,J48,16,0.72,10.8,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.53
pca_tae,36.17,0.49,0.31,-0.02,0.66,0.48,151,3,4,DecisionStump,15,0.76,11.4,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.45
pca_tae,59.38,0.41,0.64,0.37,0.85,0.74,151,3,4,RandomForest,47,0.55,8.3,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.64
pca_tae,51.38,0.47,0.56,0.24,0.78,0.64,151,3,4,PART,31,0.67,10,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.56
pca_tae,37.42,0.49,0.32,-0.01,0.66,0.48,151,3,4,DecisionTable,32,0.73,11,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.46
pca_tae,38.08,0.51,0.38,0.08,0.68,0.51,151,3,4,JRip,46,0.71,10.7,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.46
pca_tae,48.21,0.58,0.56,0.18,0.74,0.65,151,3,4,OneR,16,0.74,11.1,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.52
pca_tae,34.08,0.5,0.26,0,0.65,0.5,151,3,4,ZeroR,0,0.66,9.9,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.45
pca_tae,62.67,0.38,0.66,0.42,0.85,0.72,151,3,4,IBk,16,0.57,8.5,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.65
pca_tae,52.75,0.49,0.57,0.25,0.82,0.63,151,3,4,KStar,202,0.66,9.9,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.56
pca_tae,36.21,0.47,0.36,0.09,0.77,0.58,151,3,4,LWL,48,0.8,12,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.49
pca_tae,43.67,0.49,0.52,0.13,0.75,0.59,151,3,4,NaiveBayes,0,0.79,12,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.51
pca_tae,36.17,0.48,0.31,-0.02,0.66,0.45,151,3,4,AdaBoostM1,16,0.76,11.4,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.44
pca_tae,48.83,0.44,0.51,0.18,0.82,0.64,151,3,4,Bagging,47,0.64,9.7,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.56
pca_tae,25.42,0.5,0.18,0,0.65,0.5,151,3,4,Stacking,15,0.83,12.5,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.42
pca_tae,51.5,0.46,0.57,0.22,0.82,0.63,151,3,4,LogitBoost,47,0.66,10,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.56
pca_tae,66.67,0.34,0.71,0.46,0.87,0.73,151,3,4,RandomCommittee,125,0.51,7.6,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.68
pca_tae,25.42,0.5,0.18,0,0.65,0.5,151,3,4,Vote,0,0.83,12.5,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.42
pca_tae,41.62,0.48,0.47,0.15,0.77,0.61,151,3,4,Logistic,47,0.8,12.1,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.52
pca_tae,50.17,0.47,0.57,0.18,0.8,0.64,151,3,4,MultilayerPerceptron,1185,0.66,9.9,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.56
pca_tae,36.29,0.48,0.41,0.11,0.77,0.6,151,3,4,SimpleLogistic,313,0.85,12.9,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.49
pca_tae,21.63,0.57,0.22,0,0.7,0.56,151,3,4,SMO,281,0.95,14.4,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.4
pca_tae,45.69,0.6,0.43,0.12,0.39,0.59,151,3,4,SVM,0.32,0.63,95,0.771644326,0.238621412,0.001040834,0.991815356,0.276290107,0.063500386,0.001993336,0.825617634,0.557564477,0.003061361,0.677698928,0.009743146,0.163241952,0.131346578,0.018674858,0.297658561,0.4823
pca_tic-tac-toe,87.78,0.24,0.92,0.2,1,0.1,958,2,4,J48,78,0.14,13.4,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.58
pca_tic-tac-toe,60.21,0.46,0.6,0.5,0.96,0.07,958,2,4,DecisionStump,15,0.45,42.8,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.4
pca_tic-tac-toe,87.77,0.27,0.93,0.28,1,0.1,958,2,4,RandomForest,250,0.16,15.7,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.57
pca_tic-tac-toe,86.85,0.24,0.91,0.2,1,0.1,958,2,4,PART,156,0.16,15.8,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.58
pca_tic-tac-toe,93.62,0.19,0.96,0.3,1,0.1,958,2,4,DecisionTable,141,0.07,6.5,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.61
pca_tic-tac-toe,92.37,0.2,0.95,0.29,0.99,0.09,958,2,4,JRip,531,0.08,7.8,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.61
pca_tic-tac-toe,90.47,0.26,0.95,0.1,1,0.1,958,2,4,OneR,15,0.12,11.1,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.58
pca_tic-tac-toe,65.21,0.45,0.64,0.6,0.95,0.05,958,2,4,ZeroR,0,0.35,33.2,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.42
pca_tic-tac-toe,80.56,0.42,0.88,0.07,0.98,0.09,958,2,4,IBk,78,0.28,26.8,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.49
pca_tic-tac-toe,72.28,0.42,0.81,0.04,0.99,0.09,958,2,4,KStar,5538,0.36,34.3,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.46
pca_tic-tac-toe,64.48,0.46,0.63,0.4,0.97,0.07,958,2,4,LWL,1280,0.36,34.6,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.42
pca_tic-tac-toe,61.35,0.5,0.61,0.3,0.94,0.03,958,2,4,NaiveBayes,16,0.43,40.6,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.38
pca_tic-tac-toe,65.63,0.43,0.67,0.52,0.98,0.08,958,2,4,AdaBoostM1,157,0.37,34.9,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.44
pca_tic-tac-toe,86.3,0.28,0.91,0.28,1,0.1,958,2,4,Bagging,265,0.16,14.9,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.56
pca_tic-tac-toe,65.21,0.47,0.64,0.6,0.95,0.05,958,2,4,Stacking,15,0.35,33.2,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.41
pca_tic-tac-toe,70.04,0.42,0.74,0.11,0.97,0.06,958,2,4,LogitBoost,203,0.32,30.9,0.771863761,0.332601537,3.53E-05,0.705916483,0.327791332,0.055176458,0.000145744,0.825301409,0.557564478,0.000206327,0.684719767,0.000566335,0.156877798,0.388888889,0.001864653,0.29390698,0.45
