dataset,Accuracy,RMSE,Fscore,Kappa,PRC,AUC,nInstances,nClasses,nAttributes,Algorithm,RunTime,ClassInt,AttrClass,median1,mean1,sdt1,skewness1,median2,mean2,sdt2,skewness2,median3,mean3,sdt3,skewness3,median4,mean4,sdt4,skewness4,entro_Class,totalCorr,SAR
pca_car,66.25,0.32,0.65,0.19,0.8,0.73,1728,4,4,NaiveBayes,55,0.002314815,1,0.060515,7.41E-08,0.577517403,0.307107935,0.161782,-3.70E-08,0.577517371,0.449452268,0.027462,-3.70E-08,0.577517415,-0.125022501,0.016754,7.41E-08,0.577517301,-0.286114441,0.834889477,9.865002104,0.69
pca_car,70.01,0.39,0.58,0.1,0.69,0.64,1728,4,4,AdaBoostM1,319,0.002314815,1,0.060515,7.41E-08,0.577517403,0.307107935,0.161782,-3.70E-08,0.577517371,0.449452268,0.027462,-3.70E-08,0.577517415,-0.125022501,0.016754,7.41E-08,0.577517301,-0.286114441,0.834889477,9.865002104,0.65
pca_car,78.4,0.26,0.8,0.54,0.91,0.86,1728,4,4,Bagging,465,0.002314815,1,0.060515,7.41E-08,0.577517403,0.307107935,0.161782,-3.70E-08,0.577517371,0.449452268,0.027462,-3.70E-08,0.577517415,-0.125022501,0.016754,7.41E-08,0.577517301,-0.286114441,0.834889477,9.865002104,0.79
pca_car,70.01,0.34,0.58,0.1,0.58,0.45,1728,4,4,Stacking,56,0.002314815,1,0.060515,7.41E-08,0.577517403,0.307107935,0.161782,-3.70E-08,0.577517371,0.449452268,0.027462,-3.70E-08,0.577517415,-0.125022501,0.016754,7.41E-08,0.577517301,-0.286114441,0.834889477,9.865002104,0.6
pca_car,75.86,0.28,0.77,0.49,0.89,0.84,1728,4,4,LogitBoost,827,0.002314815,1,0.060515,7.41E-08,0.577517403,0.307107935,0.161782,-3.70E-08,0.577517371,0.449452268,0.027462,-3.70E-08,0.577517415,-0.125022501,0.016754,7.41E-08,0.577517301,-0.286114441,0.834889477,9.865002104,0.78
pca_car,78.11,0.26,0.8,0.54,0.91,0.86,1728,4,4,RandomCommittee,429,0.002314815,1,0.060515,7.41E-08,0.577517403,0.307107935,0.161782,-3.70E-08,0.577517371,0.449452268,0.027462,-3.70E-08,0.577517415,-0.125022501,0.016754,7.41E-08,0.577517301,-0.286114441,0.834889477,9.865002104,0.79
pca_car,70.01,0.34,0.58,0.1,0.58,0.45,1728,4,4,Vote,83,0.002314815,1,0.060515,7.41E-08,0.577517403,0.307107935,0.161782,-3.70E-08,0.577517371,0.449452268,0.027462,-3.70E-08,0.577517415,-0.125022501,0.016754,7.41E-08,0.577517301,-0.286114441,0.834889477,9.865002104,0.6
pca_car,76.49,0.27,0.77,0.49,0.9,0.85,1728,4,4,Logistic,2584,0.002314815,1,0.060515,7.41E-08,0.577517403,0.307107935,0.161782,-3.70E-08,0.577517371,0.449452268,0.027462,-3.70E-08,0.577517415,-0.125022501,0.016754,7.41E-08,0.577517301,-0.286114441,0.834889477,9.865002104,0.78
pca_cmc,44.48,0.49,0.52,0.04,0.9,0.27,1473,3,4,LWL,3996,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.41
pca_cmc,40.9,0.48,0.52,0.05,0.91,0.28,1473,3,4,NaiveBayes,24,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.4
pca_cmc,32.55,0.5,0.36,0.03,0.86,0.23,1473,3,4,AdaBoostM1,67,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.35
pca_cmc,44.87,0.48,0.57,0.06,0.91,0.28,1473,3,4,Bagging,1058,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.42
pca_cmc,34.76,0.51,0.32,0.2,0.85,0.2,1473,3,4,Stacking,35,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.35
pca_cmc,41.5,0.48,0.52,0.05,0.9,0.28,1473,3,4,LogitBoost,527,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.41
pca_cmc,42.82,0.53,0.56,0.05,0.88,0.25,1473,3,4,RandomCommittee,1778,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.38
pca_cmc,34.76,0.51,0.32,0.2,0.85,0.2,1473,3,4,Vote,95,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.35
pca_cmc,29.84,0.5,0.37,0.03,0.89,0.25,1473,3,4,Logistic,498,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.35
pca_cmc,34.79,0.49,0.42,0.02,0.89,0.26,1473,3,4,MultilayerPerceptron,11543,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.37
pca_cmc,30.05,0.5,0.38,0.03,0.89,0.26,1473,3,4,SimpleLogistic,8072,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.35
pca_cmc,25.44,0.54,0.27,0,0.86,0.22,1473,3,4,SMO,769,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.31
pca_cmc,51.12,0.57,0.5,0.248,0.449,0.63,1473,3,4,SVM,50,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.523733333
pca_cmc,41.35,0.53,0.54,0.05,0.88,0.24,1473,3,4,KStar,23306,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.38
pca_cmc,32.55,0.5,0.36,0.03,0.86,0.23,1473,3,4,DecisionStump,29,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.35
pca_cmc,42.83,0.5,0.56,0.05,0.89,0.26,1473,3,4,RandomForest,1568,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.39
pca_cmc,44.09,0.48,0.53,0.04,0.89,0.26,1473,3,4,PART,460,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.41
pca_cmc,44.08,0.5,0.56,0.04,0.89,0.26,1473,3,4,J48,248,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.4
pca_cmc,43.81,0.49,0.53,0.04,0.88,0.25,1473,3,4,JRip,1301,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.4
pca_cmc,34.42,0.66,0.46,0.03,0.86,0.22,1473,3,4,OneR,30,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.3
pca_cmc,34.76,0.51,0.32,0.2,0.85,0.2,1473,3,4,ZeroR,8,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.35
pca_cmc,49.23,0.48,0.6,0.07,0.9,0.27,1473,3,4,DecisionTable,291,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.43
pca_cmc,40.65,0.62,0.54,0.04,0.87,0.22,1473,3,4,IBk,216,0.00203666,1.333333333,-0.580314,-3.39E-09,8.333335004,0.24873275,0.145425,-6.79E-09,1.975120934,-0.547030461,-0.043311,-6.11E-09,0.81636806,0.024576175,-0.027939,-1.15E-08,0.582642526,0.203815464,1.066098928,7.693836161,0.34
pca_colic,63.01,0.49,0.63,0.28,0.64,0.66,368,2,4,DecisionStump,6,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.6
pca_colic,63.89,0.49,0.64,0.24,0.72,0.71,368,2,4,RandomForest,216,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.62
pca_colic,55.99,0.51,0.54,0.18,0.62,0.61,368,2,4,PART,29,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.55
pca_colic,58.68,0.51,0.59,0.22,0.65,0.64,368,2,4,J48,43,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.57
pca_colic,63.05,0.48,0.64,0.27,0.74,0.71,368,2,4,Bagging,177,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.62
pca_colic,37.78,0.51,0.21,0,0.55,0.5,368,2,4,Stacking,10,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.46
pca_colic,65.48,0.47,0.66,0.33,0.74,0.72,368,2,4,LogitBoost,88,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.64
pca_colic,65.5,0.52,0.65,0.25,0.71,0.69,368,2,4,RandomCommittee,277,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.61
pca_colic,60.85,0.5,0.61,0.24,0.64,0.64,368,2,4,DecisionTable,59,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.58
pca_colic,60.3,0.5,0.61,0.24,0.63,0.63,368,2,4,JRip,79,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.58
pca_colic,57.3,0.65,0.58,0.17,0.6,0.6,368,2,4,OneR,6,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.51
pca_colic,36.97,0.51,0.2,0,0.55,0.5,368,2,4,ZeroR,2,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.45
pca_colic,63.86,0.6,0.64,0.22,0.62,0.62,368,2,4,IBk,14,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.55
pca_colic,62.48,0.54,0.63,0.25,0.7,0.66,368,2,4,KStar,1107,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.58
pca_colic,62.74,0.49,0.63,0.27,0.72,0.69,368,2,4,LWL,224,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.61
pca_colic,52.68,0.52,0.52,0.14,0.7,0.64,368,2,4,NaiveBayes,6,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.55
pca_colic,63.01,0.49,0.63,0.28,0.67,0.68,368,2,4,AdaBoostM1,85,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.61
pca_colic,37.78,0.51,0.21,0,0.55,0.5,368,2,4,Vote,4,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.46
pca_colic,57.58,0.49,0.58,0.22,0.72,0.67,368,2,4,Logistic,160,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.59
pca_colic,58.42,0.52,0.58,0.22,0.73,0.69,368,2,4,MultilayerPerceptron,2262,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.59
pca_colic,56.23,0.5,0.56,0.2,0.71,0.66,368,2,4,SimpleLogistic,532,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.58
pca_colic,55.97,0.66,0.55,0.2,0.62,0.62,368,2,4,SMO,93,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.51
pca_colic,64.1304,0.5989,0.563,0.0855,0.554,0.536,368,2,4,SVM,40,0.005434783,2,-3.0976085,1.63E-08,28.80588309,0.783696366,10.1693075,-2.72E-09,25.60116625,-0.854026142,-1.6127975,-3.26E-08,14.07742193,1.514968654,0.142131,-8.15E-09,9.287580558,-0.029409845,0.657367207,6.265065671,0.526
pca_cpu,5.71,0.13,0.04,0.04,0.1,0.52,209,104,4,OneR,32,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.48
pca_cpu,1.43,0.1,0,0,0.08,0.5,209,104,4,ZeroR,25,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.47
pca_cpu,8.1,0.1,0.06,0.06,0.31,0.69,209,104,4,DecisionTable,378,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.56
pca_cpu,3.81,0.1,0.03,0.03,0.14,0.55,209,104,4,JRip,653,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.5
pca_cpu,2.38,0.1,0,0,0.08,0.5,209,104,4,Stacking,35,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.48
pca_cpu,14.36,0.11,0.14,0.13,0.38,0.66,209,104,4,LogitBoost,2388,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.56
pca_cpu,15.26,0.11,0.14,0.14,0.28,0.62,209,104,4,RandomCommittee,868,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.56
pca_cpu,2.38,0.1,0,0,0.08,0.5,209,104,4,Vote,65,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.48
pca_cpu,19.14,0.12,0.19,0.18,0.43,0.73,209,104,4,Logistic,71678335,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.6
pca_cpu,1.9,0.1,0.01,0,0.31,0.62,209,104,4,MultilayerPerceptron,228275,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.51
pca_cpu,14.43,0.11,0.14,0.13,0.45,0.71,209,104,4,SimpleLogistic,27269,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.58
pca_cpu,10.52,0.11,0.1,0.09,0.25,0.53,209,104,4,IBk,34,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.51
pca_cpu,13.4,0.12,0.13,0.12,0.35,0.69,209,104,4,KStar,261,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.57
pca_cpu,0.48,0.1,0,0,0.31,0.67,209,104,4,LWL,643,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.52
pca_cpu,14.83,0.12,0.14,0.13,0.47,0.74,209,104,4,NaiveBayes,115,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.59
pca_cpu,1.43,0.1,0,0,0.11,0.59,209,104,4,AdaBoostM1,74,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.5
pca_cpu,11.9,0.1,0.12,0.11,0.39,0.71,209,104,4,Bagging,560,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.58
pca_cpu,11.02,0.11,0.1,0.09,0.24,0.61,209,104,4,J48,137,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.54
pca_cpu,1.43,0.1,0,0,0.11,0.59,209,104,4,DecisionStump,54,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.5
pca_cpu,12.4,0.11,0.12,0.11,0.3,0.63,209,104,4,RandomForest,566,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.55
pca_cpu,10.6,0.11,0.11,0.09,0.25,0.61,209,104,4,PART,874,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.54
pca_cpu,1.43,0.1,0,0,0.1,0.54,209,104,4,SMO,241300,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.48
pca_cpu,17.7033,0.1258,0.17,0.1503,0.17,0.5,209,104,4,SVM,241300,0.497607656,0.038461538,-4144.446308,-1.91E-08,12106.41482,2.146827955,-123.592706,-4.78E-09,2450.008027,-1.200342838,86.935267,-4.78E-09,240.1493462,-2.473705498,7.528489,-3.35E-08,34.36846868,-3.683191126,4.169371431,5.640879974,0.517077667
pca_credit-a,56.38,0.55,0.51,0.25,0.81,0.32,690,2,4,SMO,487,0.002898551,2,-1012.52198,-1.45E-08,5210.114909,13.11214017,21.875629,2.90E-09,171.7956393,-2.761461945,-2.2646855,-1.45E-08,11.97835601,1.083850586,1.144881,4.35E-09,5.308737864,-2.563496113,0.686344799,6.843587937,0.45
