dataset,Accuracy,RMSE,Fscore,Kappa,PRC,AUC,nInstances,nClasses,nAttributes,Algorithm,RunTime,ClassInt,AttrClass,median1,mean1,sdt1,skewness1,median2,mean2,sdt2,skewness2,median3,mean3,sdt3,skewness3,median4,mean4,sdt4,skewness4,entro_Class,totalCorr,SAR
pca_art42,78,0.35,0.77,0.63,0.78,0.86,100,3,4,J48,7,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.76
pca_art42,62,0.4,0.52,0.44,0.65,0.79,100,3,4,DecisionStump,3,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.67
pca_art42,85,0.27,0.85,0.75,0.93,0.95,100,3,4,RandomForest,33,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.84
pca_art42,77,0.37,0.76,0.62,0.76,0.85,100,3,4,PART,9,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.75
pca_art42,93,0.16,0.93,0.88,0.97,0.98,100,3,4,Logistic,39,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.91
pca_art42,94,0.14,0.94,0.9,0.99,0.99,100,3,4,MultilayerPerceptron,750,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.93
pca_art42,90,0.18,0.9,0.83,0.98,0.97,100,3,4,SimpleLogistic,615,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.9
pca_art42,91,0.31,0.91,0.85,0.9,0.94,100,3,4,SMO,298,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.85
pca_art42,89,0.27,0.89,0.84,0.83,0.92,100,3,4,SVM,0.42,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.846666667
pca_art42,82,0.28,0.82,0.71,0.93,0.94,100,3,4,KStar,66,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.82
pca_art42,65,0.36,0.58,0.49,0.94,0.94,100,3,4,LWL,20,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.74
pca_art42,92,0.2,0.92,0.87,0.97,0.97,100,3,4,NaiveBayes,3,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.89
pca_art42,84,0.34,0.83,0.73,0.86,0.9,100,3,4,AdaBoostM1,26,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.8
pca_art42,81,0.3,0.8,0.69,0.89,0.92,100,3,4,Bagging,29,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.81
pca_art42,75,0.36,0.74,0.59,0.73,0.81,100,3,4,JRip,18,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.73
pca_art42,60,0.51,0.58,0.41,0.63,0.72,100,3,4,OneR,2,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.61
pca_art42,33,0.48,0.17,0,0.39,0.5,100,3,4,ZeroR,1,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.45
pca_art42,83,0.29,0.82,0.72,0.85,0.91,100,3,4,DecisionTable,17,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.82
pca_art42,86,0.23,0.86,0.78,0.84,0.9,100,3,4,IBk,3,0.03,1.333333333,0.298264,-3.00E-08,2.29396961,-0.482351742,0.1585565,5.00E-08,1.84201298,-0.389105791,0.1399505,2.00E-08,1.317872702,-0.035971688,0.0237005,-1.00E-08,1.1100102,0.131394138,1.088579292,4.856259537,0.84
pca_art43,57,0.41,0.55,0.41,0.61,0.72,100,4,4,JRip,31,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.63
pca_art43,52,0.48,0.48,0.34,0.51,0.68,100,4,4,OneR,2,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.57
pca_art43,21,0.44,0.09,0,0.34,0.5,100,4,4,ZeroR,1,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.42
pca_art43,59,0.4,0.58,0.43,0.65,0.74,100,4,4,J48,20,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.64
pca_art43,36,0.41,0.25,0.18,0.53,0.72,100,4,4,DecisionStump,8,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.56
pca_art43,59,0.35,0.59,0.43,0.78,0.84,100,4,4,RandomForest,60,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.69
pca_art43,60,0.41,0.6,0.43,0.65,0.77,100,4,4,PART,15,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.65
pca_art43,53,0.39,0.47,0.34,0.64,0.74,100,4,4,DecisionTable,18,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.63
pca_art43,24,0.44,0.11,0,0.34,0.5,100,4,4,Vote,1,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.43
pca_art43,62,0.36,0.6,0.48,0.79,0.83,100,4,4,Logistic,37,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.7
pca_art43,60,0.38,0.57,0.45,0.75,0.78,100,4,4,MultilayerPerceptron,1041,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.67
pca_art43,62,0.36,0.57,0.48,0.76,0.82,100,4,4,SimpleLogistic,748,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.69
pca_art43,65,0.4,0.66,0.51,0.7,0.8,100,4,4,IBk,2,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.68
pca_art43,61,0.38,0.61,0.46,0.83,0.88,100,4,4,KStar,65,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.7
pca_art43,46,0.4,0.39,0.3,0.81,0.83,100,4,4,LWL,21,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.63
pca_art43,67,0.33,0.68,0.54,0.84,0.88,100,4,4,NaiveBayes,2,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.74
pca_art43,40,0.42,0.28,0.21,0.52,0.69,100,4,4,AdaBoostM1,14,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.56
pca_art43,56,0.36,0.53,0.41,0.79,0.84,100,4,4,Bagging,39,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.68
pca_art43,24,0.44,0.11,0,0.34,0.5,100,4,4,Stacking,4,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.43
pca_art43,61,0.35,0.61,0.45,0.82,0.87,100,4,4,LogitBoost,49,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.71
pca_art43,62,0.38,0.64,0.46,0.78,0.83,100,4,4,RandomCommittee,62,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.69
pca_art43,56,0.4,0.51,0.42,0.63,0.78,100,4,4,SMO,593,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.65
pca_art43,63,0.43,0.59,0.51,0.49,0.75,100,4,4,SVM,0.72,0.04,1,0.254347,-3.00E-08,2.646027579,0.05765987,0.0082585,-5.00E-08,2.233501047,0.02615897,0.086107,-3.00E-08,1.783846517,0.107567195,0.1152265,-6.31E-18,1.612795491,-0.138800348,1.37141934,4.846259537,0.65
pca_art44,59,0.42,0.52,0.4,0.85,0.86,100,3,4,LWL,20,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.68
pca_art44,73,0.33,0.73,0.58,0.89,0.91,100,3,4,NaiveBayes,2,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.77
pca_art44,70,0.44,0.7,0.54,0.71,0.82,100,3,4,IBk,2,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.7
pca_art44,63,0.43,0.64,0.44,0.82,0.84,100,3,4,KStar,63,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.68
pca_art44,28,0.49,0.13,0,0.38,0.5,100,3,4,Stacking,4,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.43
pca_art44,77,0.32,0.77,0.64,0.88,0.9,100,3,4,LogitBoost,38,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.78
pca_art44,81,0.31,0.81,0.7,0.88,0.92,100,3,4,RandomCommittee,53,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.81
pca_art44,28,0.49,0.13,0,0.38,0.5,100,3,4,Vote,2,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.43
pca_art44,73,0.33,0.72,0.59,0.9,0.92,100,3,4,Logistic,25,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.77
pca_art44,74,0.36,0.74,0.6,0.84,0.88,100,3,4,MultilayerPerceptron,747,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.76
pca_art44,71,0.34,0.7,0.56,0.9,0.93,100,3,4,SimpleLogistic,572,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.76
pca_art44,71,0.39,0.7,0.56,0.71,0.83,100,3,4,SMO,306,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.72
pca_art44,70,0.45,0.68,0.55,0.59,0.78,100,3,4,SVM,0.44,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.676666667
pca_art44,79,0.33,0.79,0.67,0.82,0.88,100,3,4,J48,9,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.78
pca_art44,57,0.43,0.47,0.35,0.57,0.7,100,3,4,DecisionStump,2,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.61
pca_art44,57,0.43,0.48,0.36,0.76,0.84,100,3,4,AdaBoostM1,21,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.66
pca_art44,75,0.34,0.74,0.62,0.86,0.89,100,3,4,Bagging,33,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.77
pca_art44,67,0.37,0.68,0.52,0.75,0.84,100,3,4,DecisionTable,17,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.71
pca_art44,70,0.37,0.69,0.54,0.74,0.82,100,3,4,JRip,26,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.72
pca_art44,78,0.32,0.77,0.67,0.87,0.9,100,3,4,RandomForest,40,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.79
pca_art44,73,0.36,0.72,0.59,0.82,0.86,100,3,4,PART,14,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.74
pca_art44,51,0.56,0.49,0.25,0.53,0.62,100,3,4,OneR,2,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.52
pca_art44,33,0.48,0.17,0,0.38,0.5,100,3,4,ZeroR,1,0.03,1.333333333,0.5988305,-1.00E-08,2.818795861,-0.49843447,0.079171,-4.27E-18,2.499082676,-0.334217313,-0.0630825,-2.00E-08,2.145964733,0.440862966,-0.069897,5.00E-08,1.947474264,0.233960842,1.088579292,4.856259537,0.45
pca_art45,66,0.38,0.65,0.52,0.69,0.79,100,4,4,J48,11,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.69
pca_art45,38,0.42,0.28,0.14,0.44,0.69,100,4,4,DecisionStump,3,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.55
pca_art45,50,0.41,0.48,0.32,0.76,0.81,100,4,4,LWL,21,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.63
pca_art45,72,0.33,0.71,0.61,0.83,0.89,100,4,4,NaiveBayes,4,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.76
pca_art45,38,0.42,0.28,0.14,0.44,0.69,100,4,4,AdaBoostM1,6,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.55
pca_art45,68,0.33,0.66,0.54,0.78,0.85,100,4,4,Bagging,40,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.73
pca_art45,24,0.45,0.11,0,0.3,0.5,100,4,4,Stacking,4,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.43
pca_art45,68,0.32,0.66,0.55,0.8,0.88,100,4,4,RandomForest,47,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.75
pca_art45,59,0.41,0.58,0.44,0.63,0.76,100,4,4,PART,19,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.65
pca_art45,55,0.38,0.55,0.38,0.67,0.79,100,4,4,DecisionTable,20,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.65
pca_art45,61,0.38,0.59,0.46,0.58,0.77,100,4,4,JRip,29,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.67
pca_art45,32,0.58,0.27,0.08,0.34,0.54,100,4,4,OneR,3,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.43
pca_art45,27,0.44,0.13,0,0.3,0.5,100,4,4,ZeroR,1,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.44
pca_art45,69,0.38,0.67,0.56,0.62,0.74,100,4,4,IBk,3,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.68
pca_art45,66,0.37,0.65,0.53,0.8,0.85,100,4,4,KStar,64,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.71
pca_art45,76,0.32,0.75,0.67,0.84,0.88,100,4,4,Logistic,35,0.04,1,-0.0022665,-2.00E-08,2.817652552,-0.014167322,0.317877,2.00E-08,2.59884208,-0.179321707,-0.0477635,1.00E-08,2.110898626,0.453115757,0.0712075,-4.48E-18,1.763357012,-0.499623688,1.369418058,4.856259537,0.77
