Accuracy,RMSE,Fscore,Kappa,PRC,AUC,SAR,Dataset,nInstances,nClasses,nAttributes,Algorithm,RunTime,avgMissCost,AvgTotalCost,median1,mean1,sdt1,mean2,sdt2,skewness2,median3,mean3,sdt3,skewness3,median4,mean4,sdt4,skewness4
78.11,0.26,0.8,0.54,0.89,0.85,0.79,pca_car,1728,4,4,J48,268,0.32,54.7,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
70.01,0.32,0.58,0.1,0.69,0.64,0.67,pca_car,1728,4,4,DecisionStump,24,0.6,103.6,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
78.11,0.26,0.8,0.54,0.91,0.86,0.79,pca_car,1728,4,4,RandomForest,443,0.32,54.7,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
78.11,0.26,0.8,0.54,0.89,0.85,0.79,pca_car,1728,4,4,PART,186,0.32,54.7,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
78.11,0.26,0.8,0.54,0.91,0.86,0.79,pca_car,1728,4,4,DecisionTable,429,0.32,54.7,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
75.97,0.31,0.75,0.43,0.76,0.7,0.72,pca_car,1728,4,4,JRip,423,0.41,70.8,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
78.58,0.32,0.8,0.55,0.81,0.78,0.75,pca_car,1728,4,4,OneR,25,0.31,54.2,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
70.01,0.34,0.58,0.1,0.58,0.45,0.6,pca_car,1728,4,4,ZeroR,9,0.6,103.6,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
78.11,0.26,0.8,0.54,0.91,0.86,0.79,pca_car,1728,4,4,IBk,222,0.32,54.7,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
79.5,0.26,0.8,0.57,0.9,0.85,0.8,pca_car,1728,4,4,KStar,6340,0.31,52.9,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
71.92,0.3,0.69,0.33,0.86,0.81,0.74,pca_car,1728,4,4,LWL,3419,0.5,86,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
66.25,0.32,0.65,0.19,0.8,0.73,0.69,pca_car,1728,4,4,NaiveBayes,55,0.55,94.7,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
70.01,0.39,0.58,0.1,0.69,0.64,0.65,pca_car,1728,4,4,AdaBoostM1,319,0.6,103.6,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
78.4,0.26,0.8,0.54,0.91,0.86,0.79,pca_car,1728,4,4,Bagging,465,0.31,54.2,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
70.01,0.34,0.58,0.1,0.58,0.45,0.6,pca_car,1728,4,4,Stacking,56,0.6,103.6,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
75.86,0.28,0.77,0.49,0.89,0.84,0.78,pca_car,1728,4,4,LogitBoost,827,0.36,61.4,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
78.11,0.26,0.8,0.54,0.91,0.86,0.79,pca_car,1728,4,4,RandomCommittee,429,0.32,54.7,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
70.01,0.34,0.58,0.1,0.58,0.45,0.6,pca_car,1728,4,4,Vote,83,0.6,103.6,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
76.49,0.27,0.77,0.49,0.9,0.85,0.78,pca_car,1728,4,4,Logistic,2584,0.37,63.3,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
76.26,0.26,0.78,0.5,0.91,0.86,0.79,pca_car,1728,4,4,MultilayerPerceptron,19477,0.34,59.1,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
75.51,0.29,0.74,0.42,0.87,0.82,0.76,pca_car,1728,4,4,SimpleLogistic,9749,0.42,72.4,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
66.65,0.36,0.63,0.15,0.62,0.53,0.61,pca_car,1728,4,4,SMO,1998,0.57,98.2,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
70.02,0.39,0.58,0,0.54,0.5,0.6034,pca_car,1728,4,4,SVM,55,0.5266,910,0.771875031,0.595397813,2.30E-05,0.060338833,8.62E-05,0.825951996,0.337292091,0.000151649,0.697243526,0.000648255,0.157144132,0.183127572,0.001441671,0.291862597
44.08,0.5,0.56,0.04,0.89,0.26,0.4,pca_cmc,1473,3,4,J48,248,0.71,104.5,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
32.55,0.5,0.36,0.03,0.86,0.23,0.35,pca_cmc,1473,3,4,DecisionStump,29,0.81,119.8,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
42.83,0.5,0.56,0.05,0.89,0.26,0.39,pca_cmc,1473,3,4,RandomForest,1568,0.83,122.1,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
44.09,0.48,0.53,0.04,0.89,0.26,0.41,pca_cmc,1473,3,4,PART,460,0.68,100.7,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
49.23,0.48,0.6,0.07,0.9,0.27,0.43,pca_cmc,1473,3,4,DecisionTable,291,0.64,93.9,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
43.81,0.49,0.53,0.04,0.88,0.25,0.4,pca_cmc,1473,3,4,JRip,1301,0.67,98,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
34.42,0.66,0.46,0.03,0.86,0.22,0.3,pca_cmc,1473,3,4,OneR,30,0.9,132.4,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
34.76,0.51,0.32,0.2,0.85,0.2,0.35,pca_cmc,1473,3,4,ZeroR,8,0.65,96.2,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
40.65,0.62,0.54,0.04,0.87,0.22,0.34,pca_cmc,1473,3,4,IBk,216,0.88,129.1,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
41.35,0.53,0.54,0.05,0.88,0.24,0.38,pca_cmc,1473,3,4,KStar,23306,0.79,117,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
44.48,0.49,0.52,0.04,0.9,0.27,0.41,pca_cmc,1473,3,4,LWL,3996,0.65,96,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
40.9,0.48,0.52,0.05,0.91,0.28,0.4,pca_cmc,1473,3,4,NaiveBayes,24,0.72,106.4,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
32.55,0.5,0.36,0.03,0.86,0.23,0.35,pca_cmc,1473,3,4,AdaBoostM1,67,0.81,119.8,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
44.87,0.48,0.57,0.06,0.91,0.28,0.42,pca_cmc,1473,3,4,Bagging,1058,0.74,109.1,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
34.76,0.51,0.32,0.2,0.85,0.2,0.35,pca_cmc,1473,3,4,Stacking,35,0.65,96.2,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
41.5,0.48,0.52,0.05,0.9,0.28,0.41,pca_cmc,1473,3,4,LogitBoost,527,0.72,106.5,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
42.82,0.53,0.56,0.05,0.88,0.25,0.38,pca_cmc,1473,3,4,RandomCommittee,1778,0.86,126.2,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
34.76,0.51,0.32,0.2,0.85,0.2,0.35,pca_cmc,1473,3,4,Vote,95,0.65,96.2,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
29.84,0.5,0.37,0.03,0.89,0.25,0.35,pca_cmc,1473,3,4,Logistic,498,0.83,122.9,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
34.79,0.49,0.42,0.02,0.89,0.26,0.37,pca_cmc,1473,3,4,MultilayerPerceptron,11543,0.76,112.2,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
30.05,0.5,0.38,0.03,0.89,0.26,0.35,pca_cmc,1473,3,4,SimpleLogistic,8072,0.83,122.2,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
25.44,0.54,0.27,0,0.86,0.22,0.31,pca_cmc,1473,3,4,SMO,769,0.84,124.2,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
51.12,0.57,0.5,0.248,0.449,0.63,0.523733333,pca_cmc,1473,3,4,SVM,50,0.6008,885,0.771755683,0.320558938,0.000663618,0.059357567,0.001409608,0.825886219,0.517188684,0.000722146,0.669477042,0.001516489,0.156457756,0.354944558,0.002195897,0.294308853
58.68,0.51,0.59,0.22,0.65,0.64,0.57,pca_colic,368,2,4,J48,43,0.5,18.5,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
63.01,0.49,0.63,0.28,0.64,0.66,0.6,pca_colic,368,2,4,DecisionStump,6,0.47,17.1,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
63.89,0.49,0.64,0.24,0.72,0.71,0.62,pca_colic,368,2,4,RandomForest,216,0.54,19.8,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
55.99,0.51,0.54,0.18,0.62,0.61,0.55,pca_colic,368,2,4,PART,29,0.54,19.9,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
60.85,0.5,0.61,0.24,0.64,0.64,0.58,pca_colic,368,2,4,DecisionTable,59,0.51,18.7,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
60.3,0.5,0.61,0.24,0.63,0.63,0.58,pca_colic,368,2,4,JRip,79,0.5,18.4,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
57.3,0.65,0.58,0.17,0.6,0.6,0.51,pca_colic,368,2,4,OneR,6,0.57,20.8,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
36.97,0.51,0.2,0,0.55,0.5,0.45,pca_colic,368,2,4,ZeroR,2,0.63,23.2,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
63.86,0.6,0.64,0.22,0.62,0.62,0.55,pca_colic,368,2,4,IBk,14,0.54,19.7,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
62.48,0.54,0.63,0.25,0.7,0.66,0.58,pca_colic,368,2,4,KStar,1107,0.51,18.7,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
62.74,0.49,0.63,0.27,0.72,0.69,0.61,pca_colic,368,2,4,LWL,224,0.49,18,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
52.68,0.52,0.52,0.14,0.7,0.64,0.55,pca_colic,368,2,4,NaiveBayes,6,0.55,20.4,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
63.01,0.49,0.63,0.28,0.67,0.68,0.61,pca_colic,368,2,4,AdaBoostM1,85,0.47,17.1,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
63.05,0.48,0.64,0.27,0.74,0.71,0.62,pca_colic,368,2,4,Bagging,177,0.49,17.9,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
37.78,0.51,0.21,0,0.55,0.5,0.46,pca_colic,368,2,4,Stacking,10,0.67,24.6,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
65.48,0.47,0.66,0.33,0.74,0.72,0.64,pca_colic,368,2,4,LogitBoost,88,0.43,15.8,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
65.5,0.52,0.65,0.25,0.71,0.69,0.61,pca_colic,368,2,4,RandomCommittee,277,0.53,19.6,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
37.78,0.51,0.21,0,0.55,0.5,0.46,pca_colic,368,2,4,Vote,4,0.67,24.6,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
57.58,0.49,0.58,0.22,0.72,0.67,0.59,pca_colic,368,2,4,Logistic,160,0.51,18.7,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
58.42,0.52,0.58,0.22,0.73,0.69,0.59,pca_colic,368,2,4,MultilayerPerceptron,2262,0.5,18.3,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
56.23,0.5,0.56,0.2,0.71,0.66,0.58,pca_colic,368,2,4,SimpleLogistic,532,0.52,19.2,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
55.97,0.66,0.55,0.2,0.62,0.62,0.51,pca_colic,368,2,4,SMO,93,0.51,18.6,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
64.1304,0.5989,0.563,0.0855,0.554,0.536,0.526,pca_colic,368,2,4,SVM,40,0.6793,250,0.771286861,0.390445282,0.002354709,0.068350114,0.004013841,0.866196111,0.541403188,0.010366209,0.660922764,0.020205941,0.141236443,0.207729469,0.044070768,0.318679925
11.02,0.11,0.1,0.09,0.24,0.61,0.54,pca_cpu,209,104,4,J48,137,1.25,26.2,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
1.43,0.1,0,0,0.11,0.59,0.5,pca_cpu,209,104,4,DecisionStump,54,1.61,33.6,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
12.4,0.11,0.12,0.11,0.3,0.63,0.55,pca_cpu,209,104,4,RandomForest,566,1.39,29,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
10.6,0.11,0.11,0.09,0.25,0.61,0.54,pca_cpu,209,104,4,PART,874,1.21,25.3,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
8.1,0.1,0.06,0.06,0.31,0.69,0.56,pca_cpu,209,104,4,DecisionTable,378,1.45,30.3,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
3.81,0.1,0.03,0.03,0.14,0.55,0.5,pca_cpu,209,104,4,JRip,653,1.71,35.7,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
5.71,0.13,0.04,0.04,0.1,0.52,0.48,pca_cpu,209,104,4,OneR,32,1.29,27,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
1.43,0.1,0,0,0.08,0.5,0.47,pca_cpu,209,104,4,ZeroR,25,1.76,36.8,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
10.52,0.11,0.1,0.09,0.25,0.53,0.51,pca_cpu,209,104,4,IBk,34,1.38,28.9,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
13.4,0.12,0.13,0.12,0.35,0.69,0.57,pca_cpu,209,104,4,KStar,261,1.3,27.1,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
0.48,0.1,0,0,0.31,0.67,0.52,pca_cpu,209,104,4,LWL,643,1.54,32.1,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
14.83,0.12,0.14,0.13,0.47,0.74,0.59,pca_cpu,209,104,4,NaiveBayes,115,1.36,28.4,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
1.43,0.1,0,0,0.11,0.59,0.5,pca_cpu,209,104,4,AdaBoostM1,74,1.61,33.6,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
11.9,0.1,0.12,0.11,0.39,0.71,0.58,pca_cpu,209,104,4,Bagging,560,1.33,27.7,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
2.38,0.1,0,0,0.08,0.5,0.48,pca_cpu,209,104,4,Stacking,35,1.75,36.6,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
14.36,0.11,0.14,0.13,0.38,0.66,0.56,pca_cpu,209,104,4,LogitBoost,2388,1.39,29,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
15.26,0.11,0.14,0.14,0.28,0.62,0.56,pca_cpu,209,104,4,RandomCommittee,868,1.26,26.4,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
2.38,0.1,0,0,0.08,0.5,0.48,pca_cpu,209,104,4,Vote,65,1.75,36.6,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
19.14,0.12,0.19,0.18,0.43,0.73,0.6,pca_cpu,209,104,4,Logistic,71678335,1.22,25.4,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
1.9,0.1,0.01,0,0.31,0.62,0.51,pca_cpu,209,104,4,MultilayerPerceptron,228275,1.58,33,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
14.43,0.11,0.14,0.13,0.45,0.71,0.58,pca_cpu,209,104,4,SimpleLogistic,27269,1.3,27.2,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
1.43,0.1,0,0,0.1,0.54,0.48,pca_cpu,209,104,4,SMO,241300,1.74,36.4,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
17.7033,0.1258,0.17,0.1503,0.17,0.5,0.517077667,pca_cpu,209,104,4,SVM,241300,1.4258,298,0,0.264701976,1,0.091263869,1,0.328287532,0.529108188,1,0.651272826,1,1,0.362307272,0.757945603,0.253456658
67.1,0.48,0.72,0.13,0.86,0.36,0.52,pca_credit-a,690,2,4,J48,60,0.39,26.9,0.583291159,0.281184823,0.430345761,0.275586848,0.001131246,0.913271739,0.574803188,0.070042244,0.607773037,0.147959626,0.134914253,0.308373591,0.037442478,0.311630232
64.78,0.5,0.7,0.09,0.83,0.35,0.5,pca_credit-a,690,2,4,DecisionStump,12,0.46,31.5,0.583291159,0.281184823,0.430345761,0.275586848,0.001131246,0.913271739,0.574803188,0.070042244,0.607773037,0.147959626,0.134914253,0.308373591,0.037442478,0.311630232
69.28,0.46,0.76,0.18,0.91,0.46,0.56,pca_credit-a,690,2,4,RandomForest,437,0.42,29.2,0.583291159,0.281184823,0.430345761,0.275586848,0.001131246,0.913271739,0.574803188,0.070042244,0.607773037,0.147959626,0.134914253,0.308373591,0.037442478,0.311630232
65.8,0.48,0.69,0.11,0.86,0.37,0.51,pca_credit-a,690,2,4,PART,56,0.39,26.6,0.583291159,0.281184823,0.430345761,0.275586848,0.001131246,0.913271739,0.574803188,0.070042244,0.607773037,0.147959626,0.134914253,0.308373591,0.037442478,0.311630232
63.48,0.48,0.67,0.1,0.88,0.39,0.52,pca_credit-a,690,2,4,DecisionTable,109,0.42,29.2,0.583291159,0.281184823,0.430345761,0.275586848,0.001131246,0.913271739,0.574803188,0.070042244,0.607773037,0.147959626,0.134914253,0.308373591,0.037442478,0.311630232
64.06,0.49,0.68,0.11,0.84,0.36,0.5,pca_credit-a,690,2,4,JRip,266,0.42,28.8,0.583291159,0.281184823,0.430345761,0.275586848,0.001131246,0.913271739,0.574803188,0.070042244,0.607773037,0.147959626,0.134914253,0.308373591,0.037442478,0.311630232
61.88,0.6,0.68,0.12,0.84,0.36,0.46,pca_credit-a,690,2,4,OneR,10,0.49,33.9,0.583291159,0.281184823,0.430345761,0.275586848,0.001131246,0.913271739,0.574803188,0.070042244,0.607773037,0.147959626,0.134914253,0.308373591,0.037442478,0.311630232
55.51,0.52,0.49,0.2,0.8,0.3,0.44,pca_credit-a,690,2,4,ZeroR,3,0.44,30.7,0.583291159,0.281184823,0.430345761,0.275586848,0.001131246,0.913271739,0.574803188,0.070042244,0.607773037,0.147959626,0.134914253,0.308373591,0.037442478,0.311630232
60.58,0.62,0.69,0.08,0.83,0.33,0.44,pca_credit-a,690,2,4,IBk,52,0.59,40.7,0.583291159,0.281184823,0.430345761,0.275586848,0.001131246,0.913271739,0.574803188,0.070042244,0.607773037,0.147959626,0.134914253,0.308373591,0.037442478,0.311630232
64.93,0.5,0.7,0.12,0.89,0.44,0.53,pca_credit-a,690,2,4,KStar,5225,0.44,30.5,0.583291159,0.281184823,0.430345761,0.275586848,0.001131246,0.913271739,0.574803188,0.070042244,0.607773037,0.147959626,0.134914253,0.308373591,0.037442478,0.311630232
