Accuracy,RMSE,Fscore,Kappa,PRC,AUC,SAR,Dataset,nInstances,nClasses,nAttributes,Algorithm,RunTime,avgMissCost,AvgTotalCost,median1,mean1,sdt1,mean2,sdt2,skewness2,median3,mean3,sdt3,skewness3,median4,mean4,sdt4,skewness4
46.88,0.63,0.49,0.1,0.95,0.05,0.3,pca_sonar,208,2,4,SMO,103,0.61,12.7,0.771870345,0.47570964,3.76E-05,0.051006038,0.000110022,0.826117026,0.50177316,0.000198606,0.659532661,0.000381323,0.156772785,0.149155722,0.001595173,0.294723761
65.39,0.59,0.61,0.28,0.59,0.63,0.564633333,pca_sonar,208,2,4,SVM,0.12,0.37,77,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
70.87,0.16,0.77,0.59,0.84,0.89,0.81,pca_soybean,683,19,4,J48,163,0.4,27,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
2.65,0.22,0.02,0.01,0.52,0.7,0.5,pca_soybean,683,19,4,DecisionStump,43,1.3,88.5,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
77.89,0.13,0.83,0.67,0.91,0.93,0.86,pca_soybean,683,19,4,RandomForest,354,0.33,22.4,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
67.65,0.17,0.75,0.55,0.8,0.86,0.79,pca_soybean,683,19,4,PART,712,0.5,34.3,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
61.97,0.2,0.7,0.5,0.77,0.79,0.74,pca_soybean,683,19,4,DecisionTable,422,0.56,38,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
60.96,0.18,0.71,0.49,0.82,0.89,0.77,pca_soybean,683,19,4,JRip,785,0.55,37.8,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
37.09,0.25,0.45,0.26,0.56,0.66,0.59,pca_soybean,683,19,4,OneR,23,0.9,61.8,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
2.79,0.23,0.01,0,0.37,0.5,0.43,pca_soybean,683,19,4,ZeroR,11,1.22,83.2,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
74.97,0.14,0.8,0.64,0.83,0.84,0.82,pca_soybean,683,19,4,IBk,54,0.39,26.9,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
67.68,0.15,0.75,0.54,0.91,0.93,0.82,pca_soybean,683,19,4,KStar,4929,0.5,34.2,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
19.62,0.21,0.22,0.14,0.82,0.89,0.63,pca_soybean,683,19,4,LWL,2482,1.11,76,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
67.83,0.16,0.74,0.56,0.9,0.93,0.82,pca_soybean,683,19,4,NaiveBayes,61,0.46,31.7,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
2.65,0.22,0.02,0.01,0.52,0.7,0.5,pca_soybean,683,19,4,AdaBoostM1,60,1.3,88.5,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
71.6,0.14,0.79,0.59,0.93,0.95,0.84,pca_soybean,683,19,4,Bagging,370,0.44,29.7,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
0,0.23,0,0,0.37,0.5,0.42,pca_soybean,683,19,4,Stacking,20,1.35,91.9,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
72.78,0.14,0.78,0.6,0.91,0.94,0.84,pca_soybean,683,19,4,LogitBoost,1392,0.43,29.1,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
77.15,0.13,0.83,0.66,0.89,0.91,0.85,pca_soybean,683,19,4,RandomCommittee,1131,0.34,23.3,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
0,0.23,0,0,0.37,0.5,0.42,pca_soybean,683,19,4,Vote,11,1.35,91.9,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
71.3,0.14,0.79,0.6,0.92,0.94,0.84,pca_soybean,683,19,4,Logistic,339969,0.44,30,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
70.29,0.15,0.77,0.58,0.9,0.92,0.83,pca_soybean,683,19,4,MultilayerPerceptron,39679,0.45,30.5,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
70.29,0.14,0.77,0.59,0.92,0.94,0.83,pca_soybean,683,19,4,SimpleLogistic,16993,0.45,30.4,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
41.04,0.22,0.45,0.26,0.73,0.87,0.69,pca_soybean,683,19,4,SMO,16358,0.83,56.5,0.771871754,0.28143207,3.70E-05,0.058131193,0.000115887,0.825078477,0.557564478,0.000159562,0.695877994,0.000424097,0.156744713,0.495726496,0.000839193,0.296826756
72.33,0.17,0.71,0.69,0.57,0.82,0.7911,pca_soybean,683,19,4,SVM,17,0.4,274,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
75.9,0.41,0.85,0.02,1,0.09,0.48,pca_spambase,4601,2,4,J48,1074,0.33,151.2,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
63.92,0.51,0.76,0.03,0.99,0.07,0.4,pca_spambase,4601,2,4,DecisionStump,93,0.41,190.6,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
79.7,0.38,0.88,0.02,1,0.09,0.5,pca_spambase,4601,2,4,RandomForest,1690,0.3,137.3,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
79.31,0.4,0.88,0.04,1,0.09,0.5,pca_spambase,4601,2,4,PART,1704,0.29,131.5,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
68.42,0.45,0.8,0.02,0.99,0.09,0.44,pca_spambase,4601,2,4,DecisionTable,946,0.43,196.9,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
74.53,0.44,0.84,0.03,0.99,0.08,0.46,pca_spambase,4601,2,4,JRip,7796,0.33,153.9,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
58.14,0.65,0.73,0.01,0.99,0.07,0.33,pca_spambase,4601,2,4,OneR,81,0.57,261.8,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
9.39,0.57,0.09,0,0.99,0.05,0.19,pca_spambase,4601,2,4,ZeroR,20,1.21,555,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
78.44,0.45,0.87,0.02,0.99,0.08,0.47,pca_spambase,4601,2,4,IBk,1974,0.32,146.5,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
77.46,0.39,0.86,0.03,1,0.09,0.49,pca_spambase,4601,2,4,KStar,298679,0.31,144.6,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
63.35,0.51,0.76,0.03,0.99,0.07,0.4,pca_spambase,4601,2,4,LWL,47993,0.43,198.1,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
66.63,0.45,0.73,0,0.99,0.07,0.43,pca_spambase,4601,2,4,NaiveBayes,61,0.64,293.6,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
72.35,0.44,0.83,0.02,1,0.09,0.46,pca_spambase,4601,2,4,AdaBoostM1,1090,0.38,176.5,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
78.53,0.38,0.87,0.03,1,0.09,0.5,pca_spambase,4601,2,4,Bagging,1872,0.29,134.2,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
0.61,0.57,0,0,0.99,0.05,0.16,pca_spambase,4601,2,4,Stacking,130,1.39,638.6,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
76.64,0.42,0.86,0.03,1,0.09,0.48,pca_spambase,4601,2,4,LogitBoost,1236,0.31,142.3,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
80.09,0.38,0.88,0.02,0.99,0.09,0.5,pca_spambase,4601,2,4,RandomCommittee,4725,0.31,141.9,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
0.61,0.57,0,0,0.99,0.05,0.16,pca_spambase,4601,2,4,Vote,20,1.39,638.6,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
73.66,0.42,0.83,0.02,1,0.09,0.47,pca_spambase,4601,2,4,Logistic,1095,0.35,159.8,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
78.87,0.38,0.87,0.03,1,0.09,0.5,pca_spambase,4601,2,4,MultilayerPerceptron,30879,0.27,124.8,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
73.38,0.42,0.83,0.02,1,0.08,0.47,pca_spambase,4601,2,4,SimpleLogistic,19143,0.35,161.3,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
30.56,0.81,0.4,0.01,0.99,0.06,0.19,pca_spambase,4601,2,4,SMO,465,0.85,391.9,0.771893598,0.363767713,8.48E-05,0.046269985,0.000236488,0.825896288,0.496610625,0.000361141,0.677754108,0.000721197,0.158059639,0.38075484,0.002603349,0.282764068
71.77,0.53,0.72,0.45,0.69,0.74,0.642566667,pca_spambase,4601,2,4,SVM,20.6,0.34,1568,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
75.9,0.41,0.85,0.02,1,0.09,0.48,pca_spambase_real,4601,2,4,J48,1325,0.33,151.2,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
63.92,0.51,0.76,0.03,0.99,0.07,0.4,pca_spambase_real,4601,2,4,DecisionStump,210,0.41,190.6,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
79.7,0.38,0.88,0.02,1,0.09,0.5,pca_spambase_real,4601,2,4,RandomForest,2483,0.3,137.3,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
79.31,0.4,0.88,0.04,1,0.09,0.5,pca_spambase_real,4601,2,4,PART,2022,0.29,131.5,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
68.42,0.45,0.8,0.02,0.99,0.09,0.44,pca_spambase_real,4601,2,4,DecisionTable,1039,0.43,196.9,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
74.53,0.44,0.84,0.03,0.99,0.08,0.46,pca_spambase_real,4601,2,4,JRip,8140,0.33,153.9,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
58.14,0.65,0.73,0.01,0.99,0.07,0.33,pca_spambase_real,4601,2,4,OneR,82,0.57,261.8,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
9.39,0.57,0.09,0,0.99,0.05,0.19,pca_spambase_real,4601,2,4,ZeroR,20,1.21,555,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
78.44,0.45,0.87,0.02,0.99,0.08,0.47,pca_spambase_real,4601,2,4,IBk,1770,0.32,146.5,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
77.46,0.39,0.86,0.03,1,0.09,0.49,pca_spambase_real,4601,2,4,KStar,298403,0.31,144.6,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
63.35,0.51,0.76,0.03,0.99,0.07,0.4,pca_spambase_real,4601,2,4,LWL,49462,0.43,198.1,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
66.63,0.45,0.73,0,0.99,0.07,0.43,pca_spambase_real,4601,2,4,NaiveBayes,81,0.64,293.6,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
72.35,0.44,0.83,0.02,1,0.09,0.46,pca_spambase_real,4601,2,4,AdaBoostM1,1182,0.38,176.5,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
78.53,0.38,0.87,0.03,1,0.09,0.5,pca_spambase_real,4601,2,4,Bagging,1861,0.29,134.2,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
0.61,0.57,0,0,0.99,0.05,0.16,pca_spambase_real,4601,2,4,Stacking,149,1.39,638.6,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
76.64,0.42,0.86,0.03,1,0.09,0.48,pca_spambase_real,4601,2,4,LogitBoost,1133,0.31,142.3,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
80.09,0.38,0.88,0.02,0.99,0.09,0.5,pca_spambase_real,4601,2,4,RandomCommittee,4814,0.31,141.9,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
0.61,0.57,0,0,0.99,0.05,0.16,pca_spambase_real,4601,2,4,Vote,31,1.39,638.6,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
73.66,0.42,0.83,0.02,1,0.09,0.47,pca_spambase_real,4601,2,4,Logistic,1092,0.35,159.8,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
78.87,0.38,0.87,0.03,1,0.09,0.5,pca_spambase_real,4601,2,4,MultilayerPerceptron,30745,0.27,124.8,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
73.38,0.42,0.83,0.02,1,0.08,0.47,pca_spambase_real,4601,2,4,SimpleLogistic,18763,0.35,161.3,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
30.56,0.81,0.4,0.01,0.99,0.06,0.19,pca_spambase_real,4601,2,4,SMO,453,0.85,391.9,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
71.77,0.53,0.72,0.45,0.69,0.74,0.642566667,pca_spambase_real,4601,2,4,SVM,22.84,0.34,1568,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
70.86,0.44,0.66,0.1,0.83,0.28,0.52,pca_spectf_full,349,2,4,J48,20,0.31,10.7,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
72.57,0.39,0.67,0.4,0.9,0.39,0.58,pca_spectf_full,349,2,4,DecisionStump,10,0.27,9.5,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
85.37,0.31,0.88,0.25,0.97,0.46,0.67,pca_spectf_full,349,2,4,RandomForest,80,0.21,7.3,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
70.29,0.44,0.66,0.14,0.83,0.29,0.52,pca_spectf_full,349,2,4,PART,20,0.32,11.2,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
72.57,0.4,0.67,0.4,0.83,0.28,0.53,pca_spectf_full,349,2,4,DecisionTable,60,0.27,9.5,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
71.14,0.42,0.7,0.08,0.84,0.28,0.53,pca_spectf_full,349,2,4,JRip,100,0.33,11.5,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
71.18,0.5,0.74,0.1,0.86,0.3,0.5,pca_spectf_full,349,2,4,OneR,0,0.38,13.1,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
72.57,0.41,0.67,0.4,0.83,0.25,0.52,pca_spectf_full,349,2,4,ZeroR,0,0.27,9.5,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
89.71,0.25,0.93,0.44,0.96,0.41,0.69,pca_spectf_full,349,2,4,IBk,10,0.18,6.2,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
78.41,0.39,0.82,0.22,0.97,0.47,0.62,pca_spectf_full,349,2,4,KStar,1172,0.28,9.8,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
72.57,0.38,0.67,0.4,0.94,0.42,0.59,pca_spectf_full,349,2,4,LWL,221,0.27,9.5,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
73.63,0.41,0.8,0.18,0.93,0.42,0.58,pca_spectf_full,349,2,4,NaiveBayes,10,0.45,15.8,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
73.74,0.36,0.72,0.27,0.93,0.43,0.6,pca_spectf_full,349,2,4,AdaBoostM1,80,0.28,9.7,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
76.92,0.35,0.79,0.28,0.97,0.46,0.63,pca_spectf_full,349,2,4,Bagging,80,0.27,9.5,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
72.57,0.42,0.67,0.4,0.83,0.25,0.52,pca_spectf_full,349,2,4,Stacking,10,0.27,9.5,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
78.64,0.35,0.81,0.23,0.95,0.44,0.63,pca_spectf_full,349,2,4,LogitBoost,80,0.25,8.8,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
88,0.25,0.91,0.42,0.98,0.46,0.7,pca_spectf_full,349,2,4,RandomCommittee,190,0.21,7.2,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
72.57,0.42,0.67,0.4,0.83,0.25,0.52,pca_spectf_full,349,2,4,Vote,0,0.27,9.5,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
74.03,0.36,0.74,0.42,0.95,0.43,0.6,pca_spectf_full,349,2,4,Logistic,50,0.3,10.4,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
73.16,0.37,0.71,0.18,0.94,0.43,0.6,pca_spectf_full,349,2,4,MultilayerPerceptron,2332,0.29,10.1,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
73.44,0.36,0.73,0.42,0.95,0.43,0.6,pca_spectf_full,349,2,4,SimpleLogistic,561,0.31,10.6,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
72.57,0.37,0.67,0.4,0.83,0.25,0.53,pca_spectf_full,349,2,4,SMO,122,0.27,9.5,0.736313086,0.341083456,0.050694074,0.20121197,0.016893603,0.845050359,0.50973746,0.06929958,0,0.009954924,0.163496735,0.34059021,0.086085184,0
82.24,0.42,0.79,0.44,0.73,0.67,0.6908,pca_spectf_full,349,2,4,SVM,0.2,0.18,62,0.774488913,0.251277761,0.003221416,0.02505357,0.003068183,0.82311123,0.557564478,0.009823763,0.717266145,0.017081753,0.171102045,0.372970392,0.052945166,0.277299165
77.21,0.34,0.75,0.6,0.9,0.1,0.51,pca_spect_full,267,2,4,J48,10,0.25,6.5,0.774488913,0.251277761,0.003221416,0.02505357,0.003068183,0.82311123,0.557564478,0.009823763,0.717266145,0.017081753,0.171102045,0.372970392,0.052945166,0.277299165
75.36,0.32,0.73,0.6,0.94,0.15,0.53,pca_spect_full,267,2,4,DecisionStump,10,0.28,7.5,0.774488913,0.251277761,0.003221416,0.02505357,0.003068183,0.82311123,0.557564478,0.009823763,0.717266145,0.017081753,0.171102045,0.372970392,0.052945166,0.277299165
78.33,0.34,0.8,0.16,0.94,0.14,0.53,pca_spect_full,267,2,4,RandomForest,50,0.27,7.2,0.774488913,0.251277761,0.003221416,0.02505357,0.003068183,0.82311123,0.557564478,0.009823763,0.717266145,0.017081753,0.171102045,0.372970392,0.052945166,0.277299165
78.36,0.34,0.77,0.62,0.91,0.12,0.52,pca_spect_full,267,2,4,PART,10,0.24,6.4,0.774488913,0.251277761,0.003221416,0.02505357,0.003068183,0.82311123,0.557564478,0.009823763,0.717266145,0.017081753,0.171102045,0.372970392,0.052945166,0.277299165
75.36,0.34,0.73,0.6,0.9,0.1,0.5,pca_spect_full,267,2,4,DecisionTable,50,0.28,7.5,0.774488913,0.251277761,0.003221416,0.02505357,0.003068183,0.82311123,0.557564478,0.009823763,0.717266145,0.017081753,0.171102045,0.372970392,0.052945166,0.277299165
76.45,0.33,0.76,0.3,0.9,0.1,0.51,pca_spect_full,267,2,4,JRip,30,0.27,7.2,0.774488913,0.251277761,0.003221416,0.02505357,0.003068183,0.82311123,0.557564478,0.009823763,0.717266145,0.017081753,0.171102045,0.372970392,0.052945166,0.277299165
